0,1,3,9,13,23,25,34,36,38,40,52,54,59,63,67,76,85,86,90,93,98,107,113
1,2,3,9,14,23,26,34,36,39,40,52,55,59,63,67,76,85,86,90,93,99,108,114
2,2,4,9,15,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,108,115
3,1,3,10,15,23,25,34,36,38,41,52,54,59,63,67,76,85,86,90,93,98,107,113
4,2,3,9,16,24,28,34,37,39,40,53,54,59,63,67,76,85,86,90,94,99,109,114
5,2,3,10,14,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,108,114
6,2,4,9,15,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,98,108,115
7,2,4,10,15,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,107,115
8,1,3,10,15,23,25,34,36,38,43,52,54,59,63,67,76,85,86,90,93,98,110,114
9,2,4,9,14,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,98,107,115
10,2,3,10,14,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,108,114
11,2,3,10,14,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,107,115
12,2,4,9,14,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,99,107,114
13,1,3,10,15,23,25,34,36,38,40,52,54,59,63,67,76,85,86,90,93,99,110,113
14,2,3,11,13,24,28,34,37,39,41,53,54,59,64,67,76,85,86,90,94,98,109,114
15,2,5,11,16,24,28,34,36,38,40,52,54,59,63,67,76,85,86,90,93,99,111,113
16,2,6,11,15,24,28,34,37,39,40,53,54,59,63,67,76,85,86,90,94,99,109,114
17,1,3,9,13,23,25,34,36,38,41,52,54,59,63,67,76,85,86,90,93,98,107,114
18,1,3,10,15,23,25,34,36,38,41,52,54,59,63,67,76,85,86,90,93,99,107,113
19,1,3,9,13,23,25,34,36,38,40,52,54,59,63,67,76,85,86,90,93,99,107,113
20,2,4,9,14,23,26,34,36,39,40,52,55,59,63,67,76,85,86,90,93,99,107,115
21,1,3,10,13,23,25,34,36,38,41,52,54,59,63,67,76,85,86,90,93,99,110,114
22,2,4,10,14,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,99,107,115
23,2,4,10,15,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,99,108,115
24,2,4,9,15,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,98,107,115
25,1,6,9,15,23,25,34,36,38,41,52,54,59,63,67,76,85,86,90,93,99,110,114
26,2,3,10,14,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,108,115
27,2,3,10,15,23,27,34,36,39,44,52,55,59,63,67,76,85,86,90,93,99,108,115
28,2,6,11,13,24,28,34,36,38,40,52,54,59,63,67,76,85,86,90,93,98,111,113
29,2,3,9,14,23,26,34,37,38,41,53,56,59,63,67,76,85,86,90,93,99,110,116
30,2,4,9,14,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,108,115
31,1,3,10,15,23,25,34,36,38,40,52,54,59,63,67,76,85,86,90,93,99,107,113
32,2,3,10,14,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,108,115
33,2,3,10,13,23,27,34,36,39,43,52,57,59,65,67,76,85,86,90,93,99,111,117
34,2,4,10,14,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,107,115
35,2,3,11,14,23,27,34,37,38,44,53,56,59,63,67,76,85,86,90,93,99,110,116
36,2,5,11,16,24,28,34,36,38,40,52,54,59,63,67,76,85,86,90,93,98,110,113
37,1,3,10,13,23,25,34,36,38,44,52,54,59,63,67,76,85,86,90,93,99,107,113
38,2,3,11,14,23,26,34,37,38,43,53,56,59,63,67,76,85,86,90,93,99,110,116
39,2,4,9,14,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,107,115
40,2,4,10,14,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,107,114
41,2,3,10,14,23,27,34,36,39,41,52,57,59,65,67,76,85,86,90,93,98,111,117
42,2,3,11,13,24,28,34,36,38,42,52,54,59,63,67,76,85,86,90,93,98,111,113
43,1,3,10,15,23,25,34,36,38,43,52,54,59,63,67,76,85,86,90,93,99,110,114
44,2,3,9,14,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,98,108,115
45,2,3,10,15,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,108,114
46,2,3,10,14,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,107,115
47,2,3,9,15,23,27,34,36,39,44,52,55,59,63,67,76,85,86,90,93,99,108,115
48,2,3,10,14,23,27,34,36,39,41,52,57,59,65,67,76,85,86,90,93,99,107,117
49,2,6,10,14,23,27,34,36,39,44,52,57,59,65,67,76,85,86,90,93,98,107,117
50,2,3,10,13,23,26,34,36,39,44,52,57,59,65,67,76,85,86,90,93,98,107,114
51,2,3,9,15,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,107,114
52,2,4,9,15,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,99,108,115
53,1,3,10,13,23,25,34,36,38,40,52,54,59,63,67,76,85,86,90,93,99,110,113
54,1,3,9,15,23,25,34,36,38,40,52,54,59,63,67,76,85,86,90,93,98,110,113
55,2,4,10,14,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,98,107,115
56,2,6,11,16,24,28,34,37,39,41,53,54,59,63,67,76,85,86,90,94,99,109,114
57,2,4,9,15,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,99,108,114
58,2,3,9,14,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,108,114
59,2,3,10,13,23,26,34,36,39,43,52,57,59,65,67,76,85,86,90,93,98,111,117
60,2,5,11,16,24,28,34,36,38,40,52,54,59,63,67,76,85,86,90,93,99,110,113
61,2,4,10,14,23,26,34,36,39,40,52,55,59,63,67,76,85,86,90,93,99,107,115
62,2,4,9,14,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,107,115
63,2,4,10,14,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,108,115
64,2,4,10,15,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,107,114
65,2,6,9,13,24,28,34,37,39,40,53,54,59,63,67,76,85,86,90,94,98,109,114
66,2,3,9,15,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,107,114
67,2,6,10,14,23,26,34,36,39,44,52,57,59,65,67,76,85,86,90,93,99,107,114
68,2,3,10,14,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,98,108,114
69,2,3,11,16,24,28,34,36,38,43,52,54,59,63,67,76,85,86,90,93,99,110,113
70,2,6,11,14,23,27,34,37,38,43,53,56,59,63,67,76,85,86,90,93,99,110,116
71,2,4,10,15,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,107,115
72,2,6,11,14,23,27,34,37,38,44,53,56,59,63,67,76,85,86,90,93,99,110,116
73,2,3,10,13,23,26,34,36,39,43,52,57,59,65,67,76,85,86,90,93,98,107,117
74,2,4,9,14,23,26,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,107,114
75,2,6,9,14,23,27,34,37,38,43,53,56,59,63,67,76,85,86,90,93,99,110,116
76,2,3,9,15,23,27,34,37,38,41,53,56,59,63,67,76,85,86,90,93,100,110,116
77,2,6,10,13,23,27,34,36,39,43,52,57,59,65,67,76,85,86,90,93,99,111,117
78,1,3,10,13,23,25,34,36,38,44,52,54,59,63,67,76,85,86,90,93,99,110,113
79,2,6,10,13,23,26,34,36,39,41,52,57,59,65,67,76,85,86,90,93,99,111,114
80,2,3,9,13,24,28,34,37,39,40,53,54,60,63,67,76,85,86,90,94,99,107,114
81,1,3,10,15,23,25,34,36,38,44,52,54,59,63,67,76,85,86,90,93,98,107,114
82,2,6,11,16,24,28,34,36,38,41,52,54,59,63,67,76,85,86,90,93,99,111,113
83,2,3,11,16,24,28,34,37,39,41,53,54,59,63,67,76,85,86,90,94,99,107,114
84,2,3,10,14,23,27,34,36,39,44,52,57,59,65,67,76,85,86,90,93,98,107,114
85,2,3,9,13,24,28,34,37,39,40,53,54,59,63,67,76,85,86,90,94,98,107,114
86,2,4,9,15,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,98,107,114
87,2,3,9,15,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,107,114
88,2,6,10,13,23,27,34,36,39,44,52,57,59,65,67,76,85,86,90,93,98,111,114
89,2,5,11,13,24,28,34,36,38,41,52,54,59,63,67,76,85,86,90,93,99,110,113
90,2,3,11,13,24,28,34,36,38,41,52,54,59,63,67,76,85,86,90,93,99,111,113
91,2,4,9,15,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,107,114
92,2,3,10,14,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,98,107,114
93,2,3,10,14,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,98,108,115
94,2,3,9,13,24,28,34,37,39,41,53,54,59,63,67,76,85,86,90,94,99,109,114
95,2,3,9,15,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,107,114
96,2,6,10,13,23,27,34,36,39,43,52,57,59,65,67,76,85,86,90,93,99,107,114
97,2,3,9,14,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,108,114
98,2,4,9,15,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,107,114
99,2,3,10,15,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,98,107,114
100,2,3,11,13,24,28,34,37,39,43,53,54,60,63,67,76,85,86,90,94,98,107,114
101,2,4,9,14,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,108,114
102,2,6,10,14,23,27,34,36,39,44,52,57,59,65,67,76,85,86,90,93,99,107,114
103,2,3,10,14,23,26,34,36,39,41,52,57,59,65,67,76,85,86,90,93,98,111,117
104,2,4,10,15,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,108,114
105,2,3,10,14,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,108,115
106,2,3,10,14,23,26,34,36,39,44,52,57,59,65,67,76,85,86,90,93,99,111,114
107,2,4,10,15,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,107,115
108,2,4,10,15,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,107,115
109,2,3,9,14,23,26,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,108,115
